 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
    1001,        1,        1,             44,             44,  2896686,  Error,     44,     44,     44
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
    1001,        1,        1,             25,             25,     56.1,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,     56.1,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,     56.1,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,     56.1,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,     56.1,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,     56.1,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,     56.1,   Land,     10,      0,      0
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
    1001,        1,        1,             25,             25,     55.6,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,     55.6,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,     55.6,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,     55.6,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,     55.6,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,     55.6,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,     55.6,   Land,     44,     44,     44
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
    1001,        1,        1,             25,             25,      2.8,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,      2.8,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,      2.8,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,      2.8,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,      2.8,   Land,     44,     44,     44
    1001,        1,        1,             25,             25,      2.8,   Land,     44,     44,     44
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
    1001,        1,        1,             25,             25,      3.3,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,      3.3,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,      3.3,   Land,     10,      0,      0
    1001,        1,        1,             25,             25,      3.3,   Land,     10,      0,      0
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
       0,        0,        0,           6323,              0,    -41.4, Launch,  43198,  26624,  10496
       0,        0,        0,           6323,              0,      -33, Launch,  23742,  26624,  10999
       0,        0,        0,           6323,              0,      -31, Launch,  35006,  35840,  11154
       0,        0,        0,           6323,              0,    -35.8,   Test,  64702,  27648,  11374
       0,        0,        0,           6323,              0,    -32.6, Launch,  38078,  34816,  11672
       0,        0,        0,           6323,              0,    -33.8, Launch,  27838,  48128,  11927
       0,        0,        0,           6323,              0,    -38.2, Launch,  25790,  51200,  12222
       0,        0,        0,           6297,              0,    -29.8, Launch,  12479,   3072,  12377
       0,        0,        0,           6297,              0,    -34.6, Launch,  18622,  44032,  12753
       0,        0,        0,           6297,              0,    -30.6, Launch,  29886,  38912,  12944
       0,        0,        0,           6323,              0,    -38.6, Launch,  28862,  41984,  13270
       0,        0,        0,           6297,              0,    -29.8, Launch,  27838,  31744,  13482
       0,        0,        0,           6297,              0,    -37.4, Launch,  30910,  44032,  13753
       0,        0,        0,           6297,              0,      -33, Launch,  30910,  25600,  14036
       0,        0,        0,           6297,              0,    -33.4, Launch,  39102,  38912,  14211
       0,        0,        0,           6297,              0,      -37, Launch,  16574,  41984,  14578
       0,        0,        0,           6297,              0,    -28.2, Launch,  22718,  54272,  14673
       0,        0,        0,           6297,              0,    -36.6, Launch,  16574,  53248,  15040
       0,        0,        0,           6297,              0,      -31, Launch,  20670,  52224,  15227
       0,        0,        0,           6297,              0,    -32.2, Launch,  17598,  57344,  15486
       0,        0,        0,           6297,              0,    -35.8, Launch,  26814,  37888,  15817
       0,        0,        0,           6297,              0,    -28.2, Launch,  37054,  38912,  15952
       0,        0,        0,           6297,              0,    -35.8, Launch,  20670,  32768,  16371
       0,        0,        0,           6297,              0,    -35.8, Launch,  27838,  26624,  16622
       0,        0,        0,           6272,              0,      -39, Launch,  21694,  41984,  16874
       0,        0,        0,           6272,              0,    -39.4, Launch,  27838,  49152,  17081
       0,        0,        0,           6297,              0,      -33, Launch,  33982,  58368,  17211
       0,        0,        0,           6297,              0,    -30.6, Launch,  32958,  32768,  17546
       0,        0,        0,           6272,              0,    -27.8, Launch,  27838,  49152,  17730
       0,        0,        0,           6272,              0,    -36.6, Launch,  26814,  31744,  18145
       0,        0,        0,           6297,              0,    -36.6, Launch,  35006,  39936,  18335
       0,        0,        0,           6297,              0,    -34.6, Launch,  30910,  53248,  18534
       0,        0,        0,           6297,              0,    -40.2, Launch,  10430,  46080,  18697
       0,        0,        0,           6297,              0,    -31.4,  Error,  60605,  10240,  19075
       0,        0,        0,           6297,              0,    192.8,  Error,  11457,   9216,  19435
       0,        0,        0,           6297,              0,    173.2,  Error,  53289,  44032,  19605
       0,        0,        0,           6297,              0,    208.4, Launch,  35899,  56320,  19921
       0,        0,        0,           6297,              0,      168,  Error,  60496,  64512,  20075
       0,        0,        0,           6297,              0,    -31.6,   Test,  22595,  22528,  20318
       0,        0,        0,           6297,              0,    -36.8,  Error,  29758,  40960,  20520
       0,        0,        0,           6323,              0,      -44,  Error,   4158,  32768,  20977
       0,        0,        0,           6323,              0,    -38.8,  Error,  50239,   3072,  21152
       0,        0,        0,           6323,              0,    -39.2,  Error,  18494,  57344,  21323
       0,        0,        0,           6323,              0,    -35.4,  Error,  26687,   5120,  21702
       0,        0,        0,           6323,              0,      -44,  Error,  37950,  20480,  21949
       0,        0,        0,           6323,              0,    -44.4,  Error,  45118,  31744,  22136
       0,        0,        0,           6348,              0,    -36.8,  Error,  17471,  39936,  22388
       0,        0,        0,           6348,              0,    -34.2,  Error,  20541,  57344,  22767
       0,        0,        0,           6348,              0,    -39.2,  Error,  64575,  20480,  22797
       0,        0,        0,           6348,              0,    221.6,  Error,  12351,  25600,  23115
       0,        0,        0,           6348,              0,    188.2,  Error,  21556,  43008,  23395
       0,        0,        0,           6348,              0,    174.8,  Error,  17444,  27648,  23747
       0,        0,        0,           6374,              0,    169.2,  Error,  40999,  12288,  23917
       0,        0,        0,           6374,              0,    174.2,  Error,   8239,  22528,  24315
       0,        0,        0,           6374,              0,    165.8,  Error,  56362,  23552,  24441
       0,        0,        0,           6374,              0,    195.6,  Error,  23607,  45056,  24646
       0,        0,        0,           6374,              0,    161.6, Payload descent,  14342,  40960,  24956
       0,        0,        0,           6374,              0,    162.4,  Error,  28673,  26624,  25282
       0,        0,        0,           6400,              0,      211,  Error,   7368,  58368,  25581
       0,        0,        0,           6400,              0,      206,  Error,   6360,  51200,  25722
       0,        0,        0,           6400,              0,    210.2,  Error,  30958,  58368,  26095
       0,        0,        0,           6400,              0,    -30.8,  Error,  30904,  34816,  26303
       0,        0,        0,           6400,              0,    -29.8,  Error,  54453,  18432,  26480
       0,        0,        0,           6400,              0,    -32.8, Payload descent,  39102,  58368,  26644
       0,        0,        0,           6400,              0,      -38, Payload descent,  24766,  40960,  27075
       0,        0,        0,           6400,              0,      -44, Payload descent,  32958,  57344,  27294
       0,        0,        0,           6400,              0,    -42.8, Payload descent,  33982,  44032,  27585
       0,        0,        0,           6400,              0,    -41.2, Payload descent,  18623,   3072,  27787
       0,        0,        0,           6374,              0,    -42.4, Payload descent,  15549,  36864,  27937
       0,        0,        0,           6400,              0,      -36,  Error,  29710,  45056,  28350
       0,        0,        0,           6374,              0,    -30.2,  Error,  42002,  20480,  28531
       0,        0,        0,           6400,              0,    159.6,  Error,  10243,  64512,  28738
       0,        0,        0,           6374,              0,    159.4,  Error,  48132,  48128,  29157
       0,        0,        0,           6374,              0,      139,  Error,  18432,  63488,  29417
       0,        0,        0,           6374,              0,    222.6,  Error,  11465,  23552,  29625
       0,        0,        0,           6374,              0,    225.4,  Error,  15551,  27648,  29828
       0,        0,        0,           6374,              0,    207.2,  Error,  44223,  32768,  30142
       0,        0,        0,           6374,              0,    204.4,  Error,  41150,  64512,  30314
       0,        0,        0,           6374,              0,    209.2,  Error,  52415,   5120,  30708
       0,        0,        0,           6374,              0,    211.2,  Error,  58559,  15360,  30879
       0,        0,        0,           6374,              0,      204,  Error,  13502,  58368,  31214
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
       0,        0,        0,           6400,              0,      218, Launch,  12478,  45056,  61991
       0,        0,        0,           6400,              0,    219.6, Launch,  17598,  58368,  62414
       0,        0,        0,           6400,              0,    213.2, Launch,   6335,   1024,  62488
       0,        0,        0,           6400,              0,    223.6, Launch,   8382,  54272,  62936
       0,        0,        0,           6400,              0,    216.8,   Test,  60606,  27648,  63160
       0,        0,        0,           6400,              0,    219.2,   Test,  53436,  39936,  63373
       0,        0,        0,           6400,              0,      218, Launch,  21694,  61440,  63677
       0,        0,        0,           6400,              0,    217.6, Launch,   2239,   4096,  63979
       0,        0,        0,           6400,              0,    218.4, Launch,  19646,  52224,  64227
       0,        0,        0,           6400,              0,    221.6, Launch,    191,  20480,  64393
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
 Team ID,     Time, Altitude,   Outside Temp,    Inside Temp,  Voltage,  State, Xaccel, Yaccel, Zaccel 
    1001,        0,        0,              0,             25,    -52.8,   Test,  65400,   1940,  48900
    1001,        0,        0,              0,             25,    -52.8,   Test,  65424,   1952,  48780
    1001,        0,        0,              0,             25,    -52.8,   Test,  65356,   1936,  48940
    1001,        0,        0,              0,             25,    -52.8,   Test,  65352,   1968,  48868
    1001,        0,        0,              0,             25,    -52.8,   Test,  65376,   1936,  48836
    1001,        0,        0,              0,             25,    -52.8,   Test,  65400,   1872,  48936
    1001,        0,        0,              0,             25,    -52.8,   Test,  65376,   1920,  48836
    1001,        0,        0,              0,             25,    -52.8,   Test,  65484,   1900,  48860
    1001,        0,        0,              0,             25,    -52.8,   Test,  65400,   1900,  48844
    1001,        0,        0,              0,             25,    -52.8,   Test,  65392,   1924,  48860
    1001,        0,        0,              0,             25,    -52.8,   Test,  65432,   1920,  48772
    1001,        0,        0,              0,             25,    -52.8,   Test,  65340,   1956,  48872
    1001,        0,        0,              0,             25,    -52.8,   Test,  65424,   1900,  48892
    1001,        0,        0,              0,             25,    -52.8,   Test,  65392,   1928,  48852
    1001,        0,        0,              0,             25,    -52.8,   Test,  65376,   1972,  48844
    1001,        0,        0,              0,             25,    -52.8,   Test,  65396,   1920,  48884
    1001,        0,        0,              0,             25,    -52.8,   Test,  65360,   1952,  48816
    1001,        0,        0,              0,             25,    -52.8,   Test,  65428,   1968,  48844
    1001,        0,        0,              0,             25,    -52.8,   Test,  65368,   1916,  48932
    1001,        0,        0,              0,             25,    -52.8,   Test,  65480,   1920,  48852
    1001,        0,        0,              0,             25,    -52.8,   Test,   5308,   1328,  46092
    1001,        0,        0,              0,             25,    -52.8,   Test,   7768,  62228,  57332
    1001,        0,        0,              0,             25,    -52.8,   Test,  64852,    900,  48940
    1001,        0,        0,              0,             24,    -52.8,   Test,  64820,    936,  48840
    1001,        0,        0,              0,             25,    -52.8,   Test,  64756,   1040,  48880
    1001,        0,        0,              0,             25,    -52.8,   Test,  64768,    984,  48848
    1001,        0,        0,              0,             25,    -52.8,   Test,  64764,   1040,  48792
    1001,        0,        0,              0,             25,    -52.8,   Test,  64792,   1032,  48808
    1001,        0,        0,              0,             25,    -52.8,   Test,  64820,   1072,  48844
    1001,        0,        0,              0,             25,    -52.8,   Test,  61668,  64228,  48540
    1001,        0,        0,              0,             25,    -52.8,   Test,  63616,  64392,  49020
    1001,        0,        0,              0,             25,    -52.8,   Test,  15068,  65272,   5092
    1001,        0,        0,              0,             25,    -52.8,   Test,  16832,   2300,    920
    1001,        0,        0,              0,             25,    -52.8,   Test,  16136,   1652,   2020
    1001,        0,        0,              0,             25,    -52.8,   Test,  16052,   1604,   1812
    1001,        0,        0,              0,             25,    -52.8,   Test,  16228,   1444,   2000
    1001,        0,        0,              0,             25,    -52.8,   Test,  16828,    792,   1632
    1001,        0,        0,              0,             25,    -52.8,   Test,  16776,  65176,  63592
    1001,        0,        0,              0,             25,    -52.8,   Test,  15616,  64692,   3408
    1001,        0,        0,              0,             25,    -52.8,   Test,  13284,   9848,  60444
    1001,        0,        0,              0,             25,    -52.8,   Test,   6660,   1052,  19196
    1001,        0,        0,              0,             25,    -52.8,   Test,  62752,  65204,  17108
    1001,        0,        0,              0,             25,    -52.8,   Test,  62288,  64176,  16032
    1001,        0,        0,              0,             25,    -52.8,   Test,  62876,  64688,  16196
    1001,        0,        0,              0,             25,    -52.8,   Test,  62440,  64720,  15956
